날짜,종가,오픈,고가,저가,거래량,변동 %
2020년 02월 26일,"3,116.39","3,139.90","3,182.51","3,108.99",-,-0.38%
2020년 02월 27일,"2,978.76","3,062.54","3,097.07","2,977.39",-,-4.42%
2020년 02월 28일,"2,954.22","2,916.90","2,959.72","2,855.84",-,-0.82%
2020년 03월 02일,"3,090.23","2,974.28","3,090.96","2,945.19",-,4.60%
2020년 03월 03일,"3,003.37","3,096.46","3,136.72","2,976.63",-,-2.81%
2020년 03월 04일,"3,130.12","3,045.75","3,130.97","3,034.38",-,4.22%
2020년 03월 05일,"3,023.94","3,075.70","3,083.04","2,999.83",-,-3.39%
2020년 03월 06일,"2,972.37","2,954.20","2,985.93","2,901.54",-,-1.71%
2020년 03월 09일,"2,746.56","2,863.89","2,863.89","2,734.43",-,-7.60%
2020년 03월 10일,"2,882.23","2,813.48","2,882.59","2,734.00",-,4.94%
2020년 03월 11일,"2,741.38","2,825.60","2,825.60","2,707.22",-,-4.89%
2020년 03월 12일,"2,480.64","2,630.86","2,660.95","2,478.86",-,-9.51%
2020년 03월 13일,"2,711.02","2,569.99","2,711.33","2,492.37",-,9.29%
2020년 03월 16일,"2,386.13","2,508.59","2,562.98","2,380.94",-,-11.98%
2020년 03월 17일,"2,529.19","2,425.66","2,553.93","2,367.04",-,6.00%
2020년 03월 18일,"2,398.10","2,436.50","2,453.57","2,280.52",-,-5.18%
2020년 03월 19일,"2,409.39","2,393.48","2,466.97","2,319.78",-,0.47%
2020년 03월 20일,"2,304.92","2,431.94","2,453.01","2,295.56",-,-4.34%
2020년 03월 23일,"2,237.40","2,290.71","2,300.73","2,191.86",-,-2.93%
2020년 03월 24일,"2,447.33","2,344.44","2,449.71","2,344.44",-,9.38%
2020년 03월 25일,"2,475.56","2,457.77","2,571.42","2,407.53",-,1.15%
2020년 03월 26일,"2,630.07","2,501.29","2,637.01","2,500.72",-,6.24%
2020년 03월 27일,"2,541.47","2,555.87","2,615.91","2,520.02",-,-3.37%
2020년 03월 30일,"2,626.65","2,558.98","2,631.80","2,545.28",-,3.35%
2020년 03월 31일,"2,584.59","2,614.69","2,641.39","2,571.15",-,-1.60%
2020년 04월 01일,"2,470.50","2,498.08","2,522.75","2,447.49",-,-4.41%
2020년 04월 02일,"2,526.90","2,458.54","2,533.22","2,455.79",-,2.28%
2020년 04월 03일,"2,488.65","2,514.92","2,538.18","2,459.96",-,-1.51%
2020년 04월 06일,"2,663.68","2,578.28","2,676.85","2,574.57",-,7.03%
2020년 04월 07일,"2,659.41","2,738.65","2,756.89","2,657.67",-,-0.16%
2020년 04월 08일,"2,749.98","2,685.00","2,760.75","2,663.30",-,3.41%
2020년 04월 09일,"2,789.82","2,776.99","2,818.57","2,762.36",-,1.45%
2020년 04월 13일,"2,761.63","2,782.46","2,782.46","2,721.17",-,-1.01%
2020년 04월 14일,"2,846.06","2,805.10","2,851.85","2,805.10",-,3.06%
2020년 04월 15일,"2,783.36","2,795.64","2,801.88","2,761.54",-,-2.20%
2020년 04월 16일,"2,799.55","2,799.34","2,806.51","2,764.32",-,0.58%
2020년 04월 17일,"2,874.56","2,842.43","2,879.22","2,830.88",-,2.68%
2020년 04월 20일,"2,823.16","2,845.62","2,868.98","2,820.43",-,-1.79%
2020년 04월 21일,"2,736.56","2,784.81","2,785.54","2,727.10",-,-3.07%
2020년 04월 22일,"2,799.31","2,787.89","2,815.10","2,775.95",-,2.29%
2020년 04월 23일,"2,797.80","2,810.42","2,844.90","2,794.26",-,-0.05%
2020년 04월 24일,"2,836.74","2,812.64","2,842.71","2,791.76",-,1.39%
2020년 04월 27일,"2,878.48","2,854.65","2,887.72","2,852.89",-,1.47%
2020년 04월 28일,"2,863.39","2,909.96","2,921.15","2,860.71",-,-0.52%
2020년 04월 29일,"2,939.51","2,918.46","2,954.86","2,912.16",-,2.66%
2020년 04월 30일,"2,912.43","2,930.91","2,930.91","2,892.47",-,-0.92%
2020년 05월 01일,"2,830.71","2,869.09","2,869.09","2,821.61",-,-2.81%
2020년 05월 04일,"2,842.74","2,815.01","2,844.24","2,797.85",-,0.42%
2020년 05월 05일,"2,868.44","2,868.88","2,898.23","2,863.55",-,0.90%
2020년 05월 06일,"2,848.42","2,883.14","2,891.11","2,847.65",-,-0.70%
2020년 05월 07일,"2,881.19","2,878.26","2,901.92","2,876.48",-,1.15%
2020년 05월 08일,"2,929.80","2,908.83","2,932.16","2,902.88",-,1.69%
2020년 05월 11일,"2,930.32","2,915.46","2,944.25","2,903.44",-,0.02%
2020년 05월 12일,"2,870.12","2,939.50","2,945.82","2,869.59",-,-2.05%
2020년 05월 13일,"2,820.00","2,865.86","2,874.14","2,793.15",-,-1.75%
2020년 05월 14일,"2,852.50","2,794.54","2,852.80","2,766.64",-,1.15%
2020년 05월 15일,"2,863.70","2,829.95","2,865.01","2,816.78",-,0.39%
2020년 05월 18일,"2,953.91","2,913.86","2,968.09","2,913.86",-,3.15%
2020년 05월 19일,"2,922.94","2,948.59","2,964.21","2,922.35",-,-1.05%
2020년 05월 20일,"2,971.61","2,953.63","2,980.29","2,953.63",-,1.67%
2020년 05월 21일,"2,948.51","2,969.95","2,978.50","2,938.57",-,-0.78%
2020년 05월 22일,"2,955.45","2,948.05","2,956.76","2,933.59",-,0.24%
2020년 05월 26일,"2,991.77","3,004.08","3,021.72","2,988.17",-,1.23%
2020년 05월 27일,"3,036.13","3,015.65","3,036.25","2,969.75",-,1.48%
2020년 05월 28일,"3,029.73","3,046.61","3,068.67","3,023.40",-,-0.21%
2020년 05월 29일,"3,044.31","3,025.17","3,049.17","2,998.61",-,0.48%
2020년 06월 01일,"3,055.73","3,038.78","3,062.18","3,031.54",-,0.38%
2020년 06월 02일,"3,080.82","3,064.78","3,081.07","3,051.64",-,0.82%
2020년 06월 03일,"3,122.87","3,098.90","3,130.94","3,098.90",-,1.36%
2020년 06월 04일,"3,112.35","3,111.56","3,128.91","3,090.41",-,-0.34%
2020년 06월 05일,"3,193.93","3,163.84","3,211.72","3,163.84",-,2.62%
2020년 06월 08일,"3,232.39","3,199.92","3,233.13","3,196.00",-,1.20%
2020년 06월 09일,"3,207.18","3,213.32","3,222.71","3,193.11",-,-0.78%
2020년 06월 10일,"3,190.14","3,213.42","3,223.27","3,181.49",-,-0.53%
2020년 06월 11일,"3,002.10","3,123.53","3,123.53","2,999.49",-,-5.89%
2020년 06월 12일,"3,041.31","3,071.04","3,088.42","2,984.47",-,1.31%
2020년 06월 15일,"3,066.59","2,993.76","3,079.76","2,965.66",-,0.83%
2020년 06월 16일,"3,124.74","3,131.00","3,153.45","3,076.06",-,1.90%
2020년 06월 17일,"3,113.49","3,136.13","3,141.16","3,108.03",-,-0.36%
2020년 06월 18일,"3,115.34","3,101.64","3,120.00","3,093.51",-,0.06%
2020년 06월 19일,"3,097.74","3,140.29","3,155.53","3,083.11",-,-0.56%
2020년 06월 22일,"3,117.86","3,094.42","3,120.92","3,079.39",-,0.65%
2020년 06월 23일,"3,131.29","3,138.70","3,154.90","3,127.12",-,0.43%
2020년 06월 24일,"3,050.33","3,114.40","3,115.01","3,032.13",-,-2.59%
2020년 06월 25일,"3,083.76","3,046.60","3,086.25","3,024.01",-,1.10%
2020년 06월 26일,"3,009.05","3,073.20","3,073.73","3,004.63",-,-2.42%
2020년 06월 29일,"3,053.24","3,018.59","3,053.89","2,999.74",-,1.47%
2020년 06월 30일,"3,100.29","3,050.20","3,111.51","3,047.83",-,1.54%
2020년 07월 01일,"3,115.86","3,105.92","3,128.44","3,101.17",-,0.50%
2020년 07월 02일,"3,130.01","3,143.64","3,165.81","3,124.52",-,0.45%
2020년 07월 06일,"3,179.72","3,155.29","3,182.59","3,155.29",-,1.59%
2020년 07월 07일,"3,145.32","3,166.44","3,184.15","3,142.93",-,-1.08%
2020년 07월 08일,"3,169.94","3,153.07","3,171.80","3,136.53",-,0.78%
2020년 07월 09일,"3,152.05","3,176.17","3,179.78","3,115.70",-,-0.56%
